FaultName,FaultID,State,SiteName,CPDId,SliprateId,Longitude,Latitude,DistToCFMFault,CFM6ObjectName,DataType,Observation,PrefRate,LowRate,HighRate,RateUncr,RateType,ReptReint,OffsetType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,Reference
484,Pleasant Valley (China Mountain),1206,NV,approx centroid,S-0484,SR-0526,-117.484771103000,40.580341843700,364.78,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
485,Pleasant Valley (Sou Hills),1208,NV,approx centroid,S-0485,SR-0527,-117.720744987000,40.180491183500,320.16,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
486,Pleasant Valley (Tobin),1209,NV,approx centroid,S-0486,SR-0528,-117.531384072000,40.483050432100,353.84,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
487,Pleasant Valley (Pearce),1207,NV,approx centroid,S-0487,SR-0529,-117.625049235000,40.314272121500,334.96,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
488,Pyramid Lake,1094,NV,Site B (near Dodge Flat),S-0488,SR-0530,-119.297272601000,39.688485743900,285.03,N/A,slip rate study,39 +/- 4 m offset of post-Lahontan (~15.5 ka) geomorphic features,2.6,2.3,2.9,unknown (2sigma ages),projected (strike-slip),reported,offset canyons and ridges at a site,regional age correlation,4 post-Lahontan events recorded along fault but are not used in rate calculation,15.5,1,5,Briggs and Wesnousky (2004) JGR
489,Pyramid Lake,1094,NV,Site 3,S-0489,SR-0531,-119.403215871000,39.814761087800,301.17,N/A,slip rate study,"ridge crest offset 15 +/- 10 m since 10.8-15.5 ka; reported min rate = 1.0 +/- 0.6 mm/yr, reported max rate = 1.4 +/- 0.9 mm/yr",1.14,0.4,2.3,unknown,projected (lateral),reinterpreted (low = minimum of reported minimun rate; high = maximum of reported maxmimum rate; pref = 15m/13.15 ka (average of ages)),displaced ridge crest,regional Lake Lahontan shorelines,unknown,10.8 - 15.5,1,5,"Angster et al., (2016) BSSA)"
490,Pyramid Lake,1094,NV,Site 5,S-0490,SR-0532,-119.385413614000,39.793978588600,298.5,N/A,slip rate study,"21 +/- 8 m offset of ridge crest since 10.8-15.5 ka; reported min rate = 1.4 +/- 0.5mm/yr, reported max rate = 1.9 +/- 0.7 mm/yr",1.6,0.9,2.6,unknown,projected (right-lateral),reinterpreted (low = minimum of min reported; high= maximum of max reported; pref = 21m/13.15ka (average of ages)),ridge crest displacement,regional Lake Lahontan levels,unknown,10.8-15.5,1,5,"Angster et al., (2016) BSSA"
491,Railroad Valley,1095,NV,dePolo and Anderson location,S-0491,SR-0533,-115.542849748000,38.441802934400,224.7,N/A,dePolo and Anderson calibration rate,unknown,0.07,0.02,0.11,unknown,unprojected (vertical),reported,unknown,unknown,unknown,30-130,0,0.2,dePolo and Anderson (2000) Basin Research
492,Rainbow Mountain,1096,NV,North and South trenches,S-0492,SR-0534,-118.539914874000,39.392910625400,240.1,N/A,slip rate study,3 events (including 1954) total 3 m of vertical displacement since 14.6-17.8 ka,0.19,0.17,0.21,unknown,unprojected (vertical),reported (pref = 3 m/16.2 ka (average),offset trench strata,radiocarbon,"3, but rate is calculated through origin",14.6-17.8,0,0.2,Caskey et al (2004) BSSA
493,Rattlesnake Flat,1097,NV,approx centroid,S-0493,SR-0535,-118.392991274000,38.337098806700,122.34,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
494,Ruby Mountains (north),1098,NV,approx centroid,S-0494,SR-0536,-115.215147927000,41.021751392600,464.02,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
495,Ruby Mountains (south),1099,NV,dePolo and Anderson location,S-0495,SR-0537,-115.502069260000,40.686195001100,419.81,N/A,dePolo and Anderson calibration rate,unknown,0.28,0.1,0.55,unknown,unprojected (vertical),reported,unknown,unknown,uknown,30,0,0.2,dePolo and Anderson (2000)
496,Ruby Mountains (center),1213,NV,approx centroid,S-0496,SR-0538,-115.305286634000,40.811309099000,439.83,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
497,Ruby Valley,1100,NV,approx centroid,S-0497,SR-0539,-115.441264085000,40.377113878600,392.12,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
498,Sand Springs Range,1101,NV,approx GZ canyon site,S-0498,SR-0540,-118.334932461000,39.330124223900,232.42,N/A,slip rate study,vertical separation of 6m in Qfm deposits dated at 13.3 ka,0.45,0.45,0.82,unknown,unprojected (vertical),reported pref (low = 6m/7.3 ka; high = 6m/13.3 ka),colluvial wedge thickness/trench strata vertical displacement,radiocarbon,3,7.3-13.3,0.2,1,"Bell et al., (2004) BSSA"
499,San Emidio,1102,NV,approx centroid,S-0499,SR-0541,-119.407353521000,40.319768477100,354.9,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
500,Schell Creek Range,1103,NV,"Profile 5,6,7",S-0500,SR-0542,-114.545298116000,39.489968291300,364.62,N/A,slip rate study,scarp heights ranging from 3.6-3.85 m tall estimated to be 30-35 ka,0.11,0.1,0.13,unknown,unprojected (vertical),reinterpreted (low = 3.6m/35 ka; high = 3.85 m/30 ka; pref (averages) = 3.7 m/32.3 ka),scarp heights,scarp morphology/diffusion estimates,2?,30-35,0,0.2,Koehler and Wesnousky (2011) Geosphere
501,Selenite Range,1104,NV,approx centroid,S-0501,SR-0543,-119.288574211000,40.420582593500,363.18,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
502,Seven Troughs Range,1105,NV,approx centroid,S-0502,SR-0544,-118.754097503000,40.456951723200,359.41,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
503,Sheep Basin,1106,NV,dePolo and Anderson location,S-0503,SR-0545,-115.169968943000,36.968009674600,148.95,N/A,dePolo and Anderson calibration rate,unknown,0.044,0.026,0.12,unknown,unprojected (vertical),reported,unknown,unknown,unknown,130,0,0.2,dePolo and Anderson (2000) Basin Research
504,Sheep Creek Range (southeast),1226,NV,approx centroid,S-0504,SR-0546,-116.594583204000,40.818197916300,401.46,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
505,Shoshone Range,1108,NV,approx centroid,S-0505,SR-0547,-116.911566961000,40.453440299800,356.25,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
506,Simpson Park Mountains,1109,NV,Profile 1,S-0506,SR-0548,-116.571966662000,39.940528498700,308.18,N/A,slip rate study,1.7 m tall scarps observed with est age of 6.5 ka,0.26,0.2,1,unknown,unprojected (vertical),reinterpreted (pref = 1.7 m/6.5 ka),scarp height,scarp morphology/diffusion age estimate,1(?),6.5,0.2,1,Koehler and Wesnousky (2011) Geosphere
507,Simpson Park Mountains,1109,NV,Profile 2,S-0507,SR-0549,-116.584949649000,39.848145891800,298.1,N/A,slip rate study,4.2 m vertical displacement since 9 ka,0.47,0.2,1,unknown,unprojected (vertical),reinterpreted (pref = 4.2 m/9ka),scarp height,scarp morphology/difusion analysis,unlisted,1(?),0.2,1,Koehler and Wesnousky (2011) Geosphere
508,Singatse Range,1110,NV,approx centroid,S-0508,SR-0550,-119.206037139000,38.897934517000,199.86,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
509,Smith Valley (north),1111,NV,dePolo and Anderson location,S-0509,SR-0551,-119.434727548000,38.869261431200,205.61,N/A,dePolo and Anderson calibration rate,unknown,0.51,0.42,0.64,unknown,unprojected (vertical),reported,unknown,unknown,unknown,15,0.2,1,dePolo and Anderson (2000) Basin Research
510,Southwest Reese River Valley,1112,NV,approx centroid,S-0510,SR-0552,-117.500789456000,38.926283677600,181.4,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
511,Spanish Springs Peak,1113,NV,approx centroid,S-0511,SR-0553,-119.627118666000,39.613457186700,287.21,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
512,Spanish Springs Valley,1114,NV,Profile 1,S-0512,SR-0554,-119.729363766000,39.631067496200,292.62,N/A,slip rate study,10.3 +/- 0.4 m vertical separation in late middle to late Pleistocene alluvial fan estimated to be 50-175 ka,0.092,0.057,0.21,unknown,unprojected (vertical),reinterpreted (low = 1.4 m/175 ka; high = 2.2 m/50 ka; pref = 1.8 m/112.5 ka),vertical separation of alluvial fan,relative/regional correlation,unlisted,50 - 175,0,0.2,Koehler (2019) Geomorphology
513,Spruce Mountain Ridge,1115,NV,approx centroid,S-0513,SR-0556,-114.860503033000,40.617989346000,440.97,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
514,The Lava Beds (east),1116,NV,approx centroid,S-0514,SR-0557,-118.948428206000,40.544799218200,371.19,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
515,Toiyabe Range,1117,NV,dePolo and Anderson location,S-0515,SR-0558,-117.173804939000,39.089019504300,203.34,N/A,dePolo and Anderson calibration rate,unknown,0.22,0.047,0.59,unknown,unprojected (vertical),reported,unknown,unknown,unknown,25-130,0.2,1,dePolo and Anderson (2000) Basin Research
516,Toiyabe Range,1117,NV,Tar Creek,S-0516,SR-0559,-117.032740553000,39.331258203900,232.27,N/A,slip rate study,cumulative vertical separation for past 2 events at 1.8 m in late middel to late Pleistocene (assume 100 ka based on 2014 source param comment,0.018,0,0.2,unknown,unprojected,reported,reinterpreted (1.8 m/100 ka (assumed age; see 2014source param page),relative/assumed,2,100,0.2,1,Koehler and Wesnousky (2011) Geosphere
517,Teels Marsh (unnamed),1118,NV,approx centroid,S-0517,SR-0560,-118.396959670000,38.210891653100,108.37,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
518,Warm Springs Valley,1119,NV,Fort Sage alluvial fan,S-0518,SR-0561,-119.992771140000,40.066190734100,345.95,N/A,slip rate study,98 +42/-43 m offset of Fort Sage alluvial fan bracketed by min and max depo ages 41.4 +10/-4.8 to 55.7 +/- 9.2 ka; slip rate reported in original study as 1.8 (+0.8 / -0.8) mm/yr to 2.4 (+1.2 / -1.1) mm/yr (2 sigma),2.1,1,3.6,95% CI (2 sigma on slip rate reported by authors),projected (strike-slip),reinterpreted (low = lower bound of lower range (1 mm/yr; high = upper bound of upper range (3.6 mm/yr) pref = average of prefered values of range ((1.8 mm/yr + 2.4 mm/yr)/2);,lateral offset of alluvial fan,10Be and 36Cl,unknown,41.4 +10/-4.8 - 55.7 +/- 9.2,1,5,"Gold et al., (2013) BSSA"
519,Wassuk Range,1120,NV,Fig4B,S-0519,SR-0562,-118.880757043000,39.015101343000,203.29,N/A,slip rate study,12.3-14.3 m (mean = 13.9 m) vertical displacement of shorelines postdating Lake Lohontan,0.9,0.76,0.97,unknown,unprojected (vertical),reinterpreted (pref = reported) (low = 12.3 m/16.195 kyBP; high =14.3 m/14.755 ka),vertical displacement of shorelines,relative/regional correlation,unlisted,15.5 +/- 0.7,0.2,1,"Dong et al., (2014) Geosphere"
520,Wassuk Range,1120,NV,Penrod Canyon,S-0520,SR-0563,-118.778677644000,38.813937849800,179.52,N/A,slip rate study,vertical separations in alluvial fan dated at 112.9 +/- 12.5 ka ranging from 30-41 m,0.33,0.24,0.41,unknown (2sigma age uncertainty),unprojected (vertical),reinterpreted (low = 30m/125.4 ka; high = 41m/100.4 ka; pref = 37.5m (average)/112.9 ka),vertical separations in alluvial fan,CRN (10Be & 26Al),2 along southern portion of fault; event ages do not factor into this rate,112.9 +/- 12.5,0.2,1,"Bormann et al., (2012) BSSA"
521,Wassuk Range,1120,NV,North and South trenches,S-0521,SR-0564,-118.731347474000,38.595611197200,154.98,N/A,slip rate study,5-7 m vertical separation of fan that is trenched across; fan dated with trench exposure/radiocarbon dating at 9400 +/- 100 calyBP,0.64,0.53,0.75,unknown,unprojected,reinterpreted (low = 5m/9.5 ka; high = 7m/9.3 ka; pref = 6m (average)/9.4 ka),vertical separation of alluvial fan at trench site,radiocarbon (single age),2 (event ages not used in slip rate calculation,9.4 +/- 0.1,0.2,1,"Bormann et al., (2012) BSSA"
522,Western Granite Range,1122,NV,approx centroid,S-0522,SR-0565,-119.451913525000,40.767995773100,403.96,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
523,Western Humboldt Range,1123,NV,approx centroid,S-0523,SR-0566,-118.242906812000,40.349601541300,342.73,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
524,Western Toiyabe Range,1125,NV,approx centroid,S-0524,SR-0567,-117.222351539000,39.249394934500,220.01,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
525,West Gate,1126,NV,approx centroid,S-0525,SR-0568,-118.066401260000,39.356686522400,231.51,N/A,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,dePolo (1998) thesis
526,West Spring Mountains,1127,NV,dePolo and Anderson location,S-0526,SR-0569,-115.915273073000,36.250409971000,70.61,N/A,dePolo and Anderson calibration rate,unknown,0.07,0.02,0.14,unknown,unprojected (vertical),reported,unknown,unknown,unknown,130,0,0.2,dePolo and Anderson (2000) Basin Research
527,White River Valley,1128,NV,dePolo and Anderson location,S-0527,SR-0570,-114.953491734000,38.901410535000,296.27,N/A,dePolo and Anderson calibration rate,unknown,0.02,0.02,0.05,unknown,unprojected (vertical),reported,unknown,unknown,unknown,20,0,0.2,dePolo and Anderson (2000)
528,Algodones,2000,AZ,Upper Mesa,S-0528,SR-0571,-114.504984550000,32.479586765300,54.23,N/A,slip rate study,7-15 m high scarps on Upper Mesa deposits (est. 50-100 ka),0.15,0.07,0.3,unknown,unprojected (vertical),reinterpreted (low = 7m/100ka; high = 15m/50 ka; pref = 11m/75 ka-average),scarp heights,relative,multiple,50-100,0.2,1,Woodward-McNeil and Associates (1974); QFFD archive report for Algodones fault zone
529,San Andreas (San Gorgonio Pass - Garnet Hill),701,CA,Millard Canyon,S-0529,SR-0265,-116.801566826000,33.953137845900,0.23,SAFS-SAFZ-MULT-Banning_fault-CFM6,slip rate study,"composite scarp heights combined across two fault strands coupled with 10Be dating yieldl; scarp heights coverted to net slip-31 +/- 3.5 m total on Qt4, 8.6 +2/-2.2 ka (depth profile)",4,1.9,5.3,95% CI (reported by authors; Monte Carlo approach),projected,reported (authors report median value of Monte Carlo resampling as preferred),scarp heights,10Be,at least 5 (?),8.6 +2/-2.2,5,35,Heermance and Yule (2017) GRL
