X,Y,SlipRateID,FaultID,FaultName,State,SiteName,DataType,Observn,PrefRate,LowRate,HighRate,RateUnct,RateType,ReptReint,OffType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,x2014dip,x2014rake,x2014rate,Reference,AppB
-116.429155056,44.1647236916,SR-0597,2201,Big Flat,ID,Jakes Creek (Big Flat centroid),slip rate study,0.3-0.4 m of vertical displacement of Imnaha basalt (c. 17 Ma) capped by early Holocene/late Pleistocene colluvium,0.023,0.02,0.026,unknown,unprojected (vertical),reinterpreted (low = 0.3m/15 ka; high = 0.4m/15 ka; pref = 0.35 m/15 ka (average d)),trench deposits,relative/regional estimate,1 (including open interval),15,0,0.2,50,-90,0.05,Gilbert et al (1983) BoR STR,no
-116.744725708,44.872661505,SR-0598,2202,Cuddy Mountain,ID,Cuddy Mountain fault centroid,slip rate study,610 m vertical displacement of Miocene (15.25 Ma) Columbia River basalt,0.04,0,0.2,unknown,likely unprojected (vertical); listed 2014NSHM rate greater than rate reported on Qfault page suggesting projection of prefered 0.04 mm/yr in reported 2014 value),reported (as listed on 2014 source parameters page),offset Columbia River basalt,unlisted,unlisted,1525,0,0.2,50,-90,0.07,2014 NSHM Source Parameters page for Cuddy Mountain fault,no
-111.264398347,42.1547234919,SR-0599,2203,Eastern Bear Lake,ID,approx centroid,Utah hazard consensus rate,No value listed for Utah consensus rates,0.6,0.2,1.6,95% CI (2sigma reported),unprojected (vertical),reported,No value listed for Utah consensus rates,No value listed for Utah consensus rates,No value listed for Utah consensus rates,No value listed for Utah consensus rates,0.2,1,50,-90,0.78,Lund (2005) UGS Bulletin,no
-111.264398347,42.1547234919,SR-0600,2203,Eastern Bear Lake,ID,approx centroid,slip rate study,vertical displacement of 1700 m in bedrock since 10-17 Ma,0.13,0.1,0.17,unknown,unprojected (vertical),reported (pref = 1700m/13.5 Ma (average)),bedrock,regional correlation/stratigraphy,unknown,1000-1700,0,0.2,50,-90,0.78,Evans (1991) UGS Report,no
-113.453405721,44.3162532782,SR-0601,2223,"Lemhi (Big Gulch, Warm Creek)",ID,Summerhouse Canyon,slip rate study,3-3.3 m displacement observed in two trenches likely occuring in single event during Holocene (est 10-12 ka),0.29,0.25,0.33,unknown,unprojected (vertical),reinterpreted (low = 3 m / 12 ka; high = 3.3 m/10 ka; pref = 3.15m/11 ka (average),trench strata,relative (see abstract),1 (includes open interval),10-12,0,0.2,50,-90,0.29,Baltzer (1981) thesis,no
-113.769554214,44.5783295335,SR-0602,2224,"Lemhi (Ellis, May, Big Gulch)",ID,Falls Creek,slip rate study,trench across a single event scarp with net 1 m vertical surface offset since 7-12 ka,0.11,0.083,0.14,unknown (1sigma on ages),unprojected (vertical),reinterpreted (low = 1m/12ka;high = 1m/12 ka; pref = 1m/9.5 ka (average),offset trench strata,single radiocarbon age,1 (including open interval),7.4-12,0,0.2,50,-90,0.29,Baltzer (1981) thesis,no
-113.328130975,44.3026388476,SR-0603,2223,"Lemhi (Big Gulch, Warm Creek)",ID,Warm Creek,slip rate study,2 late to post Pinedale events totalling 3.4 m displacement,0.16,0.11,0.28,unknown,unprojected (vertical),reinterpreted (low = 3.4 m/30 ka; high = 3.4 m/12ka; pref = 3.4m/21 ka (ave t)),trench strata displacement,relative,2,12-30,0,0.2,50,-90,0.29,Baltzer (1990) thesis,no
-112.992937621,43.8774690356,SR-0604,2225,"Lemhi (Fallert Springs, Howe)",ID,Black Canyon,slip rate study,min 4.5 m displacement in last 3 events; poor age resolution on TL samples but 3 events since 25+/- 3 ka,0.19,0.16,0.21,unknown (1sigma on TL),unprojected (vertical),reinterpreted (low = 4.5 m/28 ka; high = 4.=.5 m/22 ka; pref = 4.5m/25 ka),offset trench strata,TL,3,25 +/- 3,0,0.2,50,-90,0.29,"Hemphill-Haley et al., (1992) consulting report",no
-112.947136947,43.862383799,SR-0605,2225,"Lemhi (Fallert Springs, Howe)",ID,East Creek,slip rate study,5.5-6 m offset in 3 events; MRE (0.8 m vertical displacement) dated at younger than 16 +/- 3 ka,0.052,0.042,0.062,unknown (1sigma on TL age),unprojected (vertical),reinterpreted (low = 0.8m/19 ka; high = 0.8m/13 ka; pref = 0.8m/16 ka),offset trench strata,TL,3 Pleistocene events; rate based on MRE to origin (age control),16 +/- 3,0,0.2,50,-90,0.29,"Hemphill-Haley et al., (1992) consulting report",no
-113.031685176,43.9511179091,SR-0606,2225,"Lemhi (Fallert Springs, Howe)",ID,Camp Creek,slip rate study,min 3.5 m displacement in 2 events in interval as young as 24.5 +/- 3 ka (post dates PE),0.14,0.13,0.16,unknown (1sigma on ages),unprojected (vertical),reinterpreted (low = 3.5m/27.5 ka; high = 3.5m/21.5ka; pref = 3.5 m/24.5 ka (author prefered sample age),offset trench strata,TL,2,24.5 +/- 3,0.2,1,50,-90,0.29,"Hemphill-Haley et al., (1992) consulting report",no
-113.135364586,44.0313215963,SR-0607,2225,"Lemhi (Fallert Springs, Howe)",ID,Coyote Springs,slip rate study,5.5-6 m displacement in last 3 events; 3 events constrained by numerous TL ages; calculated semi-closed interval rate between 14.5 +/- 2 ka and 4.5 +/- 0.5 ka,0.58,0.44,0.8,unknown (1sigma on ages),unprojected (vertical),reinterpreted (low=5.5m/12.5 ka; high = 6m/7.5ka; pref = 5.75m/10ka (ave d/pref int),offset trench strata,TL,3,from 4.5 +/- 0.5 to 17.5 +/- 2,0.2,1,50,-90,0.29,"Hemphill-Haley et al., (1992) consulting report",no
-113.325994799,43.7209079451,SR-0608,2205,Lost River,ID,Malde,slip rate study,Malde (1971)'s trench reinterpreted by Pierce (1985) and re-evaluated by Pierce and Morgan (1992); 18-20 m of vertical offset in 160 +/- 35ka then corrected by authors,0.07,0.05,0.09,unknown,unprojected (vertical),reported,trench offsets + augering measurements,Th230/U234 isochron age on carbonate rinds of gravels,7,160 +/- 35,0,0.2,50,-90,0.2,Olig et al (1995) INEL consulting report,no
-113.320463276,43.6770211758,SR-0609,2205,Lost River,ID,Arco Peak (trench 601-14),slip rate study,6 +/- 0.3 m of NVTD in a Bull Lake equivalanet (100-130 ka) year alluvial surface,0.05,0.04,0.06,unknown,unprojected (vertical),reported,net vertical tectonic displacement in alluvium,relative,4 to 5,100-130,0,0.2,50,-90,0.2,Olig et al (1995) INEL consulting report,no
-113.378037254,43.8690592564,SR-0610,2205,Lost River,ID,Jaggles Canyon (601-12),slip rate study,trench across a single event scarp with net 1 m vertical surface offset since 7-12 ka,0.1,0.06,0.13,unknown,unprojected (vertical),reinterpreted (low = 13.1m/220 ka; high. = 18.2 m/140 ka; pref = 17.2 m/180 ka (author defined pref/average t)),net total vertical displacement in alluvium,thermoluminescence,7 to 9,140-220,0,0.2,50,-90,0.2,"Olig et al., (1995) consulting report",no
-113.870660941,44.1663789091,SR-0611,2205,Lost River,ID,Doublesprings Pass Road,slip rate study,average dispalcement in PE 1.5-2 m on scarps modeled to be 8ka yield slip rate range of 0.18-25; not much on how that rate is derived.,0.22,0.19,0.25,unknown (potentially 1sigma based on age model),unprojected (vertical),reported,scarp profile measurements and model estimates/assumptions,relative (morphologic age model),1 (potentially closed interval rate),8.2,0.2,1,50,-90,0.2,Hanks and Schwartz (1987) BSSA,no
-113.861545541,44.158307251,SR-0612,2205,Lost River,ID,Willow Creek fan (placed marker location is rough),slip rate study,3.5-4.5 m of surface offset at Willow Creek fan + relative age constraint determined using carbonate rind thickness (Scott and Pierce 1982) = 15 ka,0.27,0.23,0.3,unknown,unprojected (vertical),reinterpreted (low = 3.5m/15ka; high = 4.5m/15ka; pref = 4m (average)/15ka),surface offset,relative (carbonate rind dating (Scott and Pierce 1982),2,15,0.2,1,50,-90,0.2,"Scott et al., (1985) BSSA",no
-116.696552162,44.6913787466,SR-0613,2206,Rush Peak,ID,Rush Creek,slip rate study,scarp profile RC94-1 yields surface offset of 4-7 m in latest Pleistocene,0.29,0.14,0.7,unknown,unprojected (vertical),reinterpreted (low = 4m/28 ka; high = 7m/10 ka; pref = 5.5m/19 ka (average),surface offset,relative,unlisted (~2?),10-28,0,0.2,50,-90,0.07,Personius (1998) USGS OFR;,no
-114.938533843,44.0949913009,SR-0614,2207,Sawtooth,ID,Redfish Lake A,slip rate study,fault scarps(heights range 4.1-8.7 m tall; n = 12) near Redfish Lake in Pleistocene alluvium (11.3-14 ka),0.54,0.29,0.78,unknown,unprojected (vertical),reinterpreted (low = 4.1m/14 ka; high = 8.7 m/11.3 ka; pref = 6.3m/12.7ka) (authors do report projeected rates on specificed dips in paper on p. 640),scarp heights,"10Be age of boulders (Sherard, 2006) = 11.3 ka; radiocarbon from lake sediments (Thackray et al 2004; Mijal, 2008)-14 ka",2-3(?),11.3-14,0,0.2,50,-90,0.52,"Thackray et al., (2013) Geology",no
-116.317308394,44.201551965,SR-0615,2208,Squaw Creek,ID,Ola trench,slip rate study,"paleoseismic trench with 2 events totalling 2.4 m displacement, with 1.5 m in PE which occurred pre Mazama ash (c 6.7 ka) and 0.6-0.8 m in MRE post Mazama",0.1,0.09,0.12,unknown,unprojected (vertical),reinterpreted (low = 0.6/6.7ka; high = 0.8 m/ 6.7 ka; pref =0.7m/6.7 ka),colluvial wedge thickness/trench strata relationships,potentially absolute? Mazama ash,1 (including open interval),6.7,0,0.2,50,-90,0.13,Gilbert et al (1983) BoR STR,no
-112.434077113,44.937935242,SR-0616,2300,Blacktail,MT,Cottonwood Creek,slip rate study,4-5 m tall scarps observed in P3/P4 deposits (c. 150 ka),0.03,0.027,0.033,unknown,unprojected,reinterpreted (low = 4m/150 ka; high = 5m/150 ka; pref = 4.5m/150 ka),scarp height,relative,unlisted,150,0,0.2,50,-90,0.04,"Stickney and Bartholomew, 1987 (BSSA)",no
-111.549547074,46.6227160823,SR-0617,2301,Canyon Ferry,MT,G/T Ranch,slip rate study,9 +/- 1 m offset in trench wall of 68 +/- 40ka,0.13,0.07,0.36,unknown (1sigma age error),unprojected (vertical),reinterpreted (low = 8m/108 ka; high = 10 m/28 ka; pref = 9m/68 ka),trench layer offsets,IRSL,3-4 events,68 +/- 40 ka,0,0.2,50,-90,0.17,Anderson and LaForge (2003) BoR STR,no
-111.443787087,44.5928797682,SR-0618,2302,Centennial,MT,aprx midpoint of Eastern Centennial fault,slip rate study,numerous scarp profiles along strike with assumed age of 12-14 ka,,0.04,1.8,unknown,unprojected (vertical),reported,surface offsets/scarp profiles,relative,numerous (~3 given Pleistocene scarp heights ~ 9 m),12-14,0.2,1,50,-90,0.7,Petrik (2008) thesis; 2014 NSHM Source Parameters page for Centennial fault,no
-111.92891979,44.6080841634,SR-0619,2302,Centennial,MT,aprox midpoint of Western section,slip rate study,numerous scarp profiles along strike with assumed age of 12-14 ka,,0.65,0.76,unknown,unprojected (vertical),reported,surface offsets/scarp profiles,relative,more than one (likely average of 3-4 with average scarp heights ~9.1-9.6 m,12-14,0.2,1,50,-90,0.7,Petrik (2008) thesis; 2014 NSHM Source Parameters page for Centennial fault,no
-110.567249452,45.4755921968,SR-0620,2303,Emigrant,MT,Barney Creek,slip rate study,2-3 m tall scarps in surface estimated to be 10-12 ka,0.23,0.17,0.3,unknown,unprojected (vertical),reinterpreted (low = 2m/12 ka; high = 3m/10 ka; pref = 2.5/11ka),scarp height,relative soil profile chronology,1,10-12,0.2,1,50,-90,0.33,Personius (1982) thesis; Ruleman (2002) thesis,no
-112.258580756,45.5561684856,SR-0621,2304,Georgia Gulch,MT,Haller site,slip rate study,scarp heights 4-5m tall in late Pleistocene deposits (c. 130 ka),0.035,0.031,0.038,unknown,vertical (unprojected),reinterpreted (low = 4m/130ka; high =5m/130ka; pref = 4.5m/130 ka),scarp heights,relative,unlisted,130,0,0.2,50,-90,0.04,"Stickney and Bartholomew, 1987 (BSSA)",no
-111.283470536,44.8371091551,SR-0622,2305,Hebgen,MT,Section 31,slip rate study,5-6 m vertical displacement of alluvial fan since 11-15 ka,0.42,0.33,0.55,unknown,vertical (unprojected),reinterpreted (low = 5m/15 ka; high = 6m/11 ka; pref = 5.5 ka/13 ka (average)),trench strata + scarp height,cosmo age (vague/unsure of methods),3,11-15,0.2,1,50,-90,0.65,"Hecker et al., (2002) GSA abstract",no
-111.137967829,44.800603878,SR-0623,2329,Red Canyon,MT,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,50,-90,0.65,QFFD,no
-111.974330857,46.7439767795,SR-0624,2306,Helena Valley,MT,centroid Helena Valley,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,50,-90,0.01,QFFD,no
-114.010848284,47.0953092555,SR-0625,2307,Jocko,MT,FJ-1 (E. Fork Finley Creek),slip rate study,scarp height of 1.5-3 m in surface estimated to 13-23 ka,0.125,0.065,0.23,unknown,unprojected,reinterpreted (low=1.5m/23ka; high = 3m/13. ka; pref = 2.25m/18ka (average),probable scarp height,relative,1,13-23,0,0.2,50,-90,0.1,"Ostenaa et al., (1990) BoR STR",no
-111.557404121,44.9897709988,SR-0626,2308,Madison,MT,Madison fault centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,50,-90,0.52,QFFD,no
-114.011551658,47.4552349469,SR-0627,2309,Mission,MT,Marsh Creek,slip rate study,3.3 - 5.7 m surface offset (Ostenaa et al) at profiles FM-8 and -9; Qfault page distills age to 15-19 kyr,0.26,0.17,0.38,unknown,unprojected (vertical),reinterpreted (low = 3.3m/19ka; high = 5.7m/15ka; pref = 4.5m/17 ka),surface offset,relative,unlisted,15-19,0.2,1,50,-90,0.42,"Ostenaa et al., (1990) BoR STR",no
-114.017912116,47.5760553215,SR-0628,2309,Mission,MT,North Crow Creek,slip rate study,4.0-5.2 m surface offset on 6.2-7.2m tall scarps in Pinedale deposits (profiles FM-2 & 3) in surface estimated to be 15-20 ka,0.26,0.2,0.35,unknown,unprojected (vertical),reinterpreted (low = 4m/20ka; high = 5.2m/15ka; pref = 4.6m/17.5 ka (average)),surface offset from scarp height,relative,1,15-20,0.2,1,50,-90,0.42,"Ostenaa et al., (1990) BoR STR",no
-112.637657417,44.6175317554,SR-0629,2310,Red Rock,MT,Little Sheep Creek,slip rate study,"trench across 5m high scarp on late Pleistocene fan; MRE = c. 3-5 ka, PE = c. 10-15 ka;2.5 per event",0.42,0.33,0.5,unknown,unprojected (vertical),reinterpreted (low=5m/15 ka; high = 5m/10ka; pref = 5m/12.5 ka),trench deposits + scarp height,relative,2,10-15,0.2,1,50,-90,0.65,Ostenaa and Wood (1990) BoR STR,no
-112.680801781,44.6430923868,SR-0630,2310,Red Rock,MT,aprox midpoint between Norris and Chute Canyons,slip rate study,~2.5 m vertical offset in 2 events (5 m total) on latest Plesitocene surfaces (15-22 ka),0.27,0.23,0.33,unknown,unprojected (vertical),reinterpreted (low = 5m/22ka; high = 5m/15 ka; pref = 5/18.5 ka),scarp height,relative,5 events with 2-2.5 m per event,15-22,0.2,1,50,-90,0.65,Ostenaa and Wood (1990) BoR STR,no
-112.807952338,44.7718228499,SR-0631,2310,Red Rock,MT,McKnight Canyon,slip rate study,3-4m tall scarp in late Pleistocene alluvial fans estimated to be 12-25 ka,0.19,0.12,0.33,unknown,unprojected (vertical),reinterpreted (low = 3m/25ka; high = 4m/12 k; pref = 3.5m/18.5 ka),scarp height,relative,unknown,12-25,0,0.2,50,-90,0.65,Ostenaa and Wood (1990) BoR STR,no
-112.741481194,44.900526641,SR-0632,2311,Red Rock Hills,MT,Red Rock Hills centroid,slip rate study,3-4 m offset of late Pleistocene alluvial fans estimated to be 12-35 ka,0.21,0.086,0.33,unknown,unprojected (vertical),reinterpreted (low = 3m/35 ka; high = 4m/12ka; pref = 3.5m/23.5 ka),scarp height,relative,2,12-35,0,0.2,50,-90,0.22,"Stickney and Bartholomew, 1987 (BSSA)",no
-112.337651948,45.0780249339,SR-0633,2312,Sweetwater,MT,Sweetwater fault centroid,slip rate study,1-2 m high scarp cuts older debris fan ~12-35 ka but is cut by Hol-Ple drainages and covered by young debris fan,0.1,0.03,0.17,unknown,unprojected (vertical),reinterpreted (low = 1m/35 ka; high= 2m/12 ka; pref = 1.5 m/23.5 (average),scarp height,relative,1 (open interval),12-35,0,0.2,50,-90,0.05,"Stickney and Bartholomew, 1987 (BSSA)",no
-114.95628491,47.7020384856,SR-0634,2313,Thompson Valley,MT,Sears Gulch,slip rate study,5.2 m surface offset on profile FT-1 (8m scarp height) in surface estimated to be 60-130 ka,0.063,0.04,0.086,unknown,unprojected (vertical),reinterpreted (low = 5.2m/130ka; high = 5.2m/60ka; pref=5.2/95 ka (average)),surface offset,relative,3,60-130,0,0.2,50,-90,0.1,"Ostenaa et al., (1990) BoR STR",no
-105.941962386,33.0104225369,SR-0635,2400,Alamogordo,NM,Lab-1,slip rate study,displacement in most recent event 1-1.5 m between 10.5 and 11.3 ka at natural exposure,0.11,0.09,0.14,unknown (calibrated RC 2 sigma),unprojected (vertical),reinterpreted (low =1m/11.3 ka; 1.5m/10.5 ka; pref reported,scarp heights in Qf1 inset (latest Pleistocene,radiocarbon on gastropod,1,12.2-12.7,0,0.2,50,-90,0.14,"Koning and Pazaglia, (2002) NMBMG guidebook",no
-105.893260564,32.7193016059,SR-0636,2400,Alamogordo,NM,D-36,slip rate study,0.35 m - 1 m scarp heights in Qf2 deposit along southern end of fault (7.5-10 ka),0.078,0.035,0.13,unknown (1sigma on radiocarbon age),unprojected (vertical),reinterpreted (low = 0.35/10ka; high - 1m/7.5 ka; pref = 0.68 m/8.75 ka),scarp heights,radiocarbon + soil carbonate development,1,7.5-10,0,0.2,50,-90,0.14,Konning and Pazzaglia (2002) NMBMG guidebook,no
-105.929177619,32.8462744071,SR-0637,2400,Alamogordo,NM,M-19,slip rate study,7.8 m tall scarp with 3.5 m thick colluvial package post-dating 13 ka,0.45,0.3,0.6,unknown,unprojected (vertical),reinterpreted (low = 3.5 m/13.14 ka; high = 7.8m/13.14 ka; pref = median),scarp height and colluvial package thickness,radiocarbon,3,13.15,0,0.2,50,-90,0.14,Koning and Pazzaglia (2002) NMBMG field guide,no
-106.845940708,35.3125892923,SR-0638,2403,Jemez - San Ysidro (Calabacillas),NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,50,-90,0.01,QFFD,no
-106.448490386,36.195590287,SR-0639,2404,Canones,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,50,-90,0.03,QFFD,no
